dataset,run_id,id,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_runtime,eval_samples_per_second,epoch,run,model,tran,testset
AG_NEWS,3,36,28.5408,0.9109,0.9103,0.9117,0.9109,222,34,0.92,xlnet-base-cased-ag_news-ORIG+TextMix,XLNet,TextMix,ORIG
AG_NEWS,3,37,34.2705,0.8601,0.6247,0.6191,0.6421,201,34,0.92,xlnet-base-cased-ag_news-ORIG+TextMix,XLNet,TextMix,20NG
AG_NEWS,3,38,31.3636,0.9218,0.9217,0.9224,0.9218,222,34,0.53,xlnet-base-cased-ag_news-ORIG+SentMix,XLNet,SentMix,ORIG
AG_NEWS,3,39,34.2638,0.8479,0.6285,0.6332,0.6311,201,34,0.53,xlnet-base-cased-ag_news-ORIG+SentMix,XLNet,SentMix,20NG
AG_NEWS,3,40,29.8209,0.9271,0.927,0.928,0.9271,222,34,0.49,xlnet-base-cased-ag_news-ORIG+WordMix,XLNet,WordMix,ORIG
AG_NEWS,3,41,34.4817,0.8116,0.6143,0.6261,0.6085,201,34,0.49,xlnet-base-cased-ag_news-ORIG+WordMix,XLNet,WordMix,20NG
AG_NEWS,3,42,0.3171,0.9318,,,,100,76,2.81,bert-base-uncased-targeted-TextMix,BERT,TextMix2,ORIG
AG_NEWS,3,43,0.2666,0.9247,,,,101,76,1.26,bert-base-uncased-targeted-SentMix,BERT,SentMix2,ORIG
AG_NEWS,3,44,0.2805,0.9145,,,,100,76,0.91,bert-base-uncased-targeted-WordMix,BERT,WordMix2,ORIG
AG_NEWS,3,45,0.2961,0.9293,,,,99,77,1.19,roberta-base-targeted-TextMix,RoBERTa,TextMix2,ORIG
AG_NEWS,3,46,0.3441,0.923,,,,100,76,1.12,roberta-base-targeted-SentMix,RoBERTa,SentMix2,ORIG
AG_NEWS,3,47,0.3149,0.9195,,,,100,76,1.89,roberta-base-targeted-WordMix,RoBERTa,WordMix2,ORIG
AG_NEWS,3,48,0.3272,0.9255,,,,221,34,0.89,xlnet-base-cased-targeted-TextMix,XLNet,TextMix2,ORIG
AG_NEWS,3,49,0.3172,0.9262,,,,221,34,0.95,xlnet-base-cased-targeted-SentMix,XLNet,SentMix2,ORIG
AG_NEWS,3,50,0.3576,0.9129,,,,221,34,1.11,xlnet-base-cased-targeted-WordMix,XLNet,WordMix2,ORIG
SST2,1,0,,0.9268,,,,,,,bert-base-uncased-sst2-ORIG+ORIG,BERT,ORIG,ORIG
SST2,1,1,,0.9292,,,,,,,bert-base-uncased-sst2-ORIG+INV,BERT,INV,ORIG
SST2,1,2,,0.9287,,,,,,,bert-base-uncased-sst2-ORIG+SIB,BERT,SIB,ORIG
SST2,1,3,,0.9281,,,,,,,bert-base-uncased-sst2-ORIG+INVSIB,BERT,INVSIB,ORIG
SST2,1,4,,0.9482,,,,,,,bert-base-uncased-sst2-ORIG+TextMix,BERT,TextMix,ORIG
SST2,1,5,,0.9405,,,,,,,bert-base-uncased-sst2-ORIG+SentMix,BERT,SentMix,ORIG
SST2,1,6,,0.9363,,,,,,,bert-base-uncased-sst2-ORIG+WordMix,BERT,WordMix,ORIG
SST2,1,7,,0.8913,,,,,,,roberta-base-sst2-ORIG+ORIG,RoBERTa,ORIG,ORIG
SST2,1,8,,0.9133,,,,,,,roberta-base-sst2-ORIG+INV,RoBERTa,INV,ORIG
SST2,1,9,,0.9166,,,,,,,roberta-base-sst2-ORIG+SIB,RoBERTa,SIB,ORIG
SST2,1,10,,0.9163,,,,,,,roberta-base-sst2-ORIG+INVSIB,RoBERTa,INVSIB,ORIG
SST2,1,11,,0.9271,,,,,,,roberta-base-sst2-ORIG+TextMix,RoBERTa,TextMix,ORIG
SST2,1,12,,0.935,,,,,,,roberta-base-sst2-ORIG+SentMix,RoBERTa,SentMix,ORIG
SST2,1,13,,0.9268,,,,,,,roberta-base-sst2-ORIG+WordMix,RoBERTa,WordMix,ORIG
SST2,1,14,,0.8885,,,,,,,xlnet-base-cased-sst2-ORIG+ORIG,XLNet,ORIG,ORIG
SST2,1,15,,0.928,,,,,,,xlnet-base-cased-sst2-ORIG+INV,XLNet,INV,ORIG
SST2,1,16,,0.9158,,,,,,,xlnet-base-cased-sst2-ORIG+SIB,XLNet,SIB,ORIG
SST2,1,17,,0.9182,,,,,,,xlnet-base-cased-sst2-ORIG+INVSIB,XLNet,INVSIB,ORIG
SST2,1,18,,0.931,,,,,,,xlnet-base-cased-sst2-ORIG+TextMix,XLNet,TextMix,ORIG
SST2,1,19,,0.9283,,,,,,,xlnet-base-cased-sst2-ORIG+SentMix,XLNet,SentMix,ORIG
SST2,1,20,,0.9314,,,,,,,xlnet-base-cased-sst2-ORIG+WordMix,XLNet,WordMix,ORIG
SST2,1,21,3.8885,0.9393,0.9382,0.9394,0.9373,17.6167,382.307,17.78,bert-base-uncased-targeted-TextMix,BERT,TextMix2,ORIG
SST2,1,22,3.7121,0.9376,0.9367,0.9369,0.9364,16.9257,397.916,15.84,bert-base-uncased-targeted-SentMix,BERT,SentMix2,ORIG
SST2,1,23,2.8262,0.9373,0.9362,0.9376,0.9351,16.9506,397.331,15.84,bert-base-uncased-targeted-WordMix,BERT,WordMix2,ORIG
SST2,1,24,2.9884,0.9436,0.9428,0.9424,0.9432,16.545,407.072,15.84,roberta-base-targeted-TextMix,RoBERTa,TextMix2,ORIG
SST2,1,25,2.7558,0.943,0.9422,0.9418,0.9425,16.5536,406.861,15.56,roberta-base-targeted-SentMix,RoBERTa,SentMix2,ORIG
SST2,1,26,1.4908,0.8809,0.8759,0.8952,0.8693,16.5048,408.064,7.22,roberta-base-targeted-WordMix,RoBERTa,WordMix2,ORIG
SST2,1,27,2.3898,0.9274,0.9261,0.9278,0.9246,26.3955,255.158,6.67,xlnet-base-cased-targeted-TextMix,XLNet,TextMix2,ORIG
SST2,1,28,2.587,0.9362,0.9353,0.9348,0.9359,26.3615,255.486,9.17,xlnet-base-cased-targeted-SentMix,XLNet,SentMix2,ORIG
SST2,1,29,1.8109,0.8974,0.8954,0.8977,0.8936,26.3755,255.351,4.17,xlnet-base-cased-targeted-WordMix,XLNet,WordMix2,ORIG
SST2,2,0,0.2919,0.9359,0.935,0.9342,0.9361,27.4274,245.557,3.33,bert-base-uncased-sst2-ORIG+ORIG,BERT,ORIG,ORIG
SST2,2,1,0.2926,0.9228,0.921,0.9257,0.918,27.3934,245.862,1.15,bert-base-uncased-sst2-ORIG+INV,BERT,INV,ORIG
SST2,2,2,3.0276,0.9249,0.9238,0.9236,0.924,27.4148,245.67,1.67,bert-base-uncased-sst2-ORIG+SIB,BERT,SIB,ORIG
SST2,2,3,2.8312,0.932,0.9312,0.9302,0.9324,27.3912,245.882,1.11,bert-base-uncased-sst2-ORIG+INVSIB,BERT,INVSIB,ORIG
SST2,2,4,3.3822,0.9416,0.9406,0.942,0.9394,27.3789,245.992,2.78,bert-base-uncased-sst2-ORIG+TextMix,BERT,TextMix,ORIG
SST2,2,5,2.6829,0.9396,0.9386,0.9389,0.9384,27.3698,246.074,0.83,bert-base-uncased-sst2-ORIG+SentMix,BERT,SentMix,ORIG
SST2,2,6,3.2195,0.9363,0.9356,0.9344,0.9372,27.3788,245.993,1.32,bert-base-uncased-sst2-ORIG+WordMix,BERT,WordMix,ORIG
SST2,2,7,0.3041,0.9174,0.916,0.917,0.9152,27.2809,246.876,1.11,roberta-base-sst2-ORIG+ORIG,RoBERTa,ORIG,ORIG
SST2,2,8,0.2425,0.9186,0.9174,0.9173,0.9176,27.2929,246.767,0.87,roberta-base-sst2-ORIG+INV,RoBERTa,INV,ORIG
SST2,2,9,3.1722,0.9128,0.9115,0.9116,0.9114,27.3775,246.005,0.66,roberta-base-sst2-ORIG+SIB,RoBERTa,SIB,ORIG
SST2,2,10,2.6758,0.9198,0.9184,0.9199,0.9171,27.3008,246.696,0.97,roberta-base-sst2-ORIG+INVSIB,RoBERTa,INVSIB,ORIG
SST2,2,11,2.4799,0.9164,0.9146,0.9184,0.912,27.302,246.685,1.25,roberta-base-sst2-ORIG+TextMix,RoBERTa,TextMix,ORIG
SST2,2,12,2.3788,0.9308,0.9301,0.9287,0.9325,27.2673,246.999,1.11,roberta-base-sst2-ORIG+SentMix,RoBERTa,SentMix,ORIG
SST2,2,13,2.6383,0.9332,0.9324,0.9314,0.9337,27.3014,246.691,0.68,roberta-base-sst2-ORIG+WordMix,RoBERTa,WordMix,ORIG
SST2,2,14,0.3082,0.92,0.9186,0.9197,0.9177,41.9711,160.468,1.18,xlnet-base-cased-sst2-ORIG+ORIG,XLNet,ORIG,ORIG
SST2,2,15,0.3095,0.9218,0.9204,0.9217,0.9192,41.8886,160.784,0.87,xlnet-base-cased-sst2-ORIG+INV,XLNet,INV,ORIG
SST2,2,16,2.7052,0.9182,0.9172,0.9161,0.9187,41.9921,160.387,0.9,xlnet-base-cased-sst2-ORIG+SIB,XLNet,SIB,ORIG
SST2,2,17,3.3214,0.9197,0.9184,0.9186,0.9183,41.8736,160.841,0.94,xlnet-base-cased-sst2-ORIG+INVSIB,XLNet,INVSIB,ORIG
SST2,2,18,2.6324,0.9342,0.9332,0.9334,0.9331,41.943,160.575,1.25,xlnet-base-cased-sst2-ORIG+TextMix,XLNet,TextMix,ORIG
SST2,2,19,3.3501,0.928,0.9262,0.9317,0.9229,41.9327,160.614,0.81,xlnet-base-cased-sst2-ORIG+SentMix,XLNet,SentMix,ORIG
SST2,2,20,2.4862,0.9298,0.929,0.9278,0.9307,41.7319,161.387,1.02,xlnet-base-cased-sst2-ORIG+WordMix,XLNet,WordMix,ORIG
SST2,2,21,4.2118,0.9316,0.93,0.9343,0.9272,27.3246,246.481,12.5,bert-base-uncased-targeted-TextMix,BERT,TextMix2,ORIG
SST2,2,22,4.2843,0.9375,0.9366,0.9363,0.9369,27.3015,246.69,13.34,bert-base-uncased-targeted-SentMix,BERT,SentMix2,ORIG
SST2,2,23,3.0855,0.9411,0.9402,0.94,0.9404,27.4086,245.726,10.28,bert-base-uncased-targeted-WordMix,BERT,WordMix2,ORIG
SST2,2,24,3.8328,0.9448,0.944,0.9437,0.9442,27.2466,247.187,10.56,roberta-base-targeted-TextMix,RoBERTa,TextMix2,ORIG
SST2,2,25,4.8614,0.9486,0.9478,0.9482,0.9474,27.2536,247.124,17.5,roberta-base-targeted-SentMix,RoBERTa,SentMix2,ORIG
SST2,2,26,3.1553,0.9372,0.9361,0.9376,0.9348,24.5179,274.697,19.45,roberta-base-targeted-WordMix,RoBERTa,WordMix2,ORIG
SST2,2,27,3.6371,0.9192,0.9171,0.9237,0.9134,34.5963,194.674,18.89,xlnet-base-cased-targeted-TextMix,XLNet,TextMix2,ORIG
SST2,2,28,3.0464,0.9102,0.9081,0.9126,0.9053,32.8534,205.002,18.06,xlnet-base-cased-targeted-SentMix,XLNet,SentMix2,ORIG
SST2,2,29,1.5075,0.9008,0.8987,0.9019,0.8965,32.7872,205.415,5.28,xlnet-base-cased-targeted-WordMix,XLNet,WordMix2,ORIG
SST2,3,0,0.2822,0.9384,0.9373,0.9383,0.9365,16.9324,397.758,7.5,bert-base-uncased-sst2-ORIG+ORIG,BERT,ORIG,ORIG
SST2,3,1,0.2518,0.9258,0.9248,0.9242,0.9254,17.0465,395.095,1.94,bert-base-uncased-sst2-ORIG+INV,BERT,INV,ORIG
SST2,3,2,3.5993,0.9431,0.9422,0.9426,0.9419,17.0787,394.35,9.31,bert-base-uncased-sst2-ORIG+SIB,BERT,SIB,ORIG
SST2,3,3,2.6375,0.9335,0.9326,0.9321,0.933,16.9467,397.422,4.17,bert-base-uncased-sst2-ORIG+INVSIB,BERT,INVSIB,ORIG
SST2,3,4,5.3963,0.9479,0.9472,0.9467,0.9476,16.984,396.55,10,bert-base-uncased-sst2-ORIG+TextMix,BERT,TextMix,ORIG
SST2,3,5,5.4985,0.95,0.9493,0.9488,0.9498,16.9856,396.512,10,bert-base-uncased-sst2-ORIG+SentMix,BERT,SentMix,ORIG
SST2,3,6,4.7075,0.9452,0.9444,0.9443,0.9446,16.9568,397.186,7.64,bert-base-uncased-sst2-ORIG+WordMix,BERT,WordMix,ORIG
SST2,3,7,0.3848,0.9109,0.9103,0.9091,0.9146,16.5429,407.124,3.33,roberta-base-sst2-ORIG+ORIG,RoBERTa,ORIG,ORIG
SST2,3,8,0.2837,0.9087,0.9061,0.9139,0.902,16.495,408.305,1.81,roberta-base-sst2-ORIG+INV,RoBERTa,INV,ORIG
SST2,3,9,1.9174,0.9121,0.9106,0.9118,0.9095,16.5944,405.859,2.22,roberta-base-sst2-ORIG+SIB,RoBERTa,SIB,ORIG
SST2,3,10,2.2247,0.9163,0.9151,0.9146,0.9157,16.5837,406.122,2.36,roberta-base-sst2-ORIG+INVSIB,RoBERTa,INVSIB,ORIG
SST2,3,11,3.7597,0.9479,0.9471,0.9472,0.947,16.5743,406.353,10,roberta-base-sst2-ORIG+TextMix,RoBERTa,TextMix,ORIG
SST2,3,12,1.9897,0.9359,0.935,0.9342,0.9361,16.5316,407.401,2.69,roberta-base-sst2-ORIG+SentMix,RoBERTa,SentMix,ORIG
SST2,3,13,3.0437,0.9293,0.9282,0.9285,0.928,16.5389,407.221,1.04,roberta-base-sst2-ORIG+WordMix,RoBERTa,WordMix,ORIG
SST2,3,14,0.3966,0.9185,0.9172,0.9175,0.9169,26.6179,253.026,3.61,xlnet-base-cased-sst2-ORIG+ORIG,XLNet,ORIG,ORIG
SST2,3,15,0.2777,0.9096,0.9086,0.9074,0.9104,26.4643,254.494,1.94,xlnet-base-cased-sst2-ORIG+INV,XLNet,INV,ORIG
SST2,3,16,1.936,0.9048,0.9032,0.904,0.9026,26.5381,253.786,2.36,xlnet-base-cased-sst2-ORIG+SIB,XLNet,SIB,ORIG
SST2,3,17,2.0871,0.9237,0.9227,0.922,0.9235,26.6206,253,2.22,xlnet-base-cased-sst2-ORIG+INVSIB,XLNet,INVSIB,ORIG
SST2,3,18,4.1507,0.9519,0.9512,0.9511,0.9513,26.6727,252.505,10,xlnet-base-cased-sst2-ORIG+TextMix,XLNet,TextMix,ORIG
SST2,3,19,2.6061,0.9292,0.9277,0.9306,0.9257,26.574,253.443,1.76,xlnet-base-cased-sst2-ORIG+SentMix,XLNet,SentMix,ORIG
SST2,3,20,2.875,0.9366,0.9357,0.9354,0.9361,26.6857,252.383,1.53,xlnet-base-cased-sst2-ORIG+WordMix,XLNet,WordMix,ORIG
SST2,3,21,0.3206,0.9479,,,,21.8997,307.539,15.28,bert-base-uncased-targeted-TextMix,BERT,TextMix2,ORIG
SST2,3,22,0.253,0.9486,,,,21.7917,309.063,7.78,bert-base-uncased-targeted-SentMix,BERT,SentMix2,ORIG
SST2,3,23,0.2586,0.9329,,,,22.0245,305.795,8.89,bert-base-uncased-targeted-WordMix,BERT,WordMix2,ORIG
SST2,3,24,0.2881,0.9261,,,,20.8713,322.692,6.67,roberta-base-targeted-TextMix,RoBERTa,TextMix2,ORIG
SST2,3,25,0.2427,0.9313,,,,21.06,319.8,3.61,roberta-base-targeted-SentMix,RoBERTa,SentMix2,ORIG
SST2,3,26,0.3389,0.9171,,,,21.1711,318.122,3.89,roberta-base-targeted-WordMix,RoBERTa,WordMix2,ORIG
SST2,3,27,0.2837,0.925,,,,33.0223,203.953,4.45,xlnet-base-cased-targeted-TextMix,XLNet,TextMix2,ORIG
SST2,3,28,0.2852,0.9476,,,,33.0679,203.672,16.12,xlnet-base-cased-targeted-SentMix,XLNet,SentMix2,ORIG
SST2,3,29,0.3098,0.9198,,,,32.9464,204.423,4.72,xlnet-base-cased-targeted-WordMix,XLNet,WordMix2,ORIG
MNIST,1,0,,0.9948,,,,,,,,PreAct ResNet,ORIG,ORIG
MNIST,2,1,,0.9961,,,,,,,,PreAct ResNet,ORIG,ORIG
MNIST,3,2,,0.9952,,,,,,,,PreAct ResNet,ORIG,ORIG
MNIST,1,3,,0.9919,,,,,,,,PreAct ResNet,INV,ORIG
MNIST,2,4,,0.9925,,,,,,,,PreAct ResNet,INV,ORIG
MNIST,3,5,,0.9911,,,,,,,,PreAct ResNet,INV,ORIG
MNIST,1,6,,0.9953,,,,,,,,PreAct ResNet,Mixup,ORIG
MNIST,2,7,,0.9948,,,,,,,,PreAct ResNet,Mixup,ORIG
MNIST,3,8,,0.9943,,,,,,,,PreAct ResNet,Mixup,ORIG
MNIST,1,9,,0.9945,,,,,,,target_prob:0.25,PreAct ResNet,Mixup2,ORIG
MNIST,2,10,,0.9941,,,,,,,target_prob:0.5,PreAct ResNet,Mixup2,ORIG
MNIST,3,11,,0.9922,,,,,,,target_prob:0.75,PreAct ResNet,Mixup2,ORIG
MNIST,1,12,,0.991,,,,,,,,PreAct ResNet,Cutmix,ORIG
MNIST,2,13,,0.9909,,,,,,,,PreAct ResNet,Cutmix,ORIG
MNIST,3,14,,0.9915,,,,,,,,PreAct ResNet,Cutmix,ORIG
MNIST,1,15,,0.996,,,,,,,target_prob:0.25_resize_prob:1,PreAct ResNet,Cutmix2,ORIG
MNIST,2,16,,0.9952,,,,,,,target_prob:0.5_resize_prob:1,PreAct ResNet,Cutmix2,ORIG
MNIST,1,17,,0.9951,,,,,,,target_prob:0.75_resize_prob:1,PreAct ResNet,Cutmix2,ORIG
MNIST,2,18,,0.9964,,,,,,,target_prob:0.25_n_tiles:4,PreAct ResNet,Tile,ORIG
MNIST,3,19,,0.9968,,,,,,,target_prob:0.5_n_tiles:4,PreAct ResNet,Tile,ORIG
MNIST,4,20,,0.9969,,,,,,,target_prob:0.75_n_tiles:4,PreAct ResNet,Tile,ORIG
CIFAR10,1,0,,0.9063,,,,,,,,PreAct ResNet,ORIG,ORIG
CIFAR10,2,1,,0.899,,,,,,,,PreAct ResNet,ORIG,ORIG
CIFAR10,3,2,,0.8989,,,,,,,,PreAct ResNet,ORIG,ORIG
CIFAR10,1,3,,0.9384,,,,,,,,PreAct ResNet,INV,ORIG
CIFAR10,2,4,,0.938,,,,,,,,PreAct ResNet,INV,ORIG
CIFAR10,3,5,,0.9345,,,,,,,,PreAct ResNet,INV,ORIG
CIFAR10,1,6,,0.9144,,,,,,,,PreAct ResNet,Mixup,ORIG
CIFAR10,2,7,,0.9191,,,,,,,,PreAct ResNet,Mixup,ORIG
CIFAR10,3,8,,0.9165,,,,,,,,PreAct ResNet,Mixup,ORIG
CIFAR10,1,9,,0.9188,,,,,,,target_prob:0.25,PreAct ResNet,Mixup2,ORIG
CIFAR10,2,10,,0.9229,,,,,,,target_prob:0.5,PreAct ResNet,Mixup2,ORIG
CIFAR10,3,11,,0.9158,,,,,,,target_prob:0.75,PreAct ResNet,Mixup2,ORIG
CIFAR10,4,12,,0.9134,,,,,,,,PreAct ResNet,Cutmix,ORIG
CIFAR10,5,13,,0.9219,,,,,,,,PreAct ResNet,Cutmix,ORIG
CIFAR10,6,14,,0.9201,,,,,,,,PreAct ResNet,Cutmix,ORIG
CIFAR10,7,15,,0.9528,,,,,,,target_prob:0_resize_prob:0.5,PreAct ResNet,Cutmix2,ORIG
CIFAR10,1,16,,0.9543,,,,,,,target_prob:0_resize_prob:0.75,PreAct ResNet,Cutmix2,ORIG
CIFAR10,2,17,,0.9532,,,,,,,target_prob:0_resize_prob:1,PreAct ResNet,Cutmix2,ORIG
CIFAR10,3,18,,0.9502,,,,,,,target_prob:0.25_resize_prob:1,PreAct ResNet,Cutmix2,ORIG
CIFAR10,1,19,,0.9475,,,,,,,target_prob:0.5_resize_prob:0.75,PreAct ResNet,Cutmix2,ORIG
CIFAR10,2,20,,0.9473,,,,,,,target_prob:0.5_resize_prob:1,PreAct ResNet,Cutmix2,ORIG
CIFAR10,3,21,,0.9435,,,,,,,target_prob:0.75_resize_prob:1,PreAct ResNet,Cutmix2,ORIG
CIFAR10,1,22,,0.9103,,,,,,,target_prob:0_n_tiles:4,PreAct ResNet,Tile,ORIG
CIFAR10,2,23,,0.9123,,,,,,,target_prob:0.25_n_tiles:4,PreAct ResNet,Tile,ORIG
CIFAR10,3,24,,0.9067,,,,,,,target_prob:0.5_n_tiles:4,PreAct ResNet,Tile,ORIG
CIFAR10,4,25,,0.9087,,,,,,,target_prob:0.75_n_tiles:4,PreAct ResNet,Tile,ORIG
CIFAR10,5,26,,0.9128,,,,,,,target_prob:1_n_tiles:4,PreAct ResNet,Tile,ORIG
CIFAR10,6,27,,0.9113,,,,,,,target_prob:0_n_tiles:9,PreAct ResNet,Tile,ORIG
CIFAR10,7,28,,0.9115,,,,,,,target_prob:0.25_n_tiles:9,PreAct ResNet,Tile,ORIG
CIFAR10,8,29,,0.9114,,,,,,,target_prob:0.5_n_tiles:9,PreAct ResNet,Tile,ORIG
CIFAR10,9,30,,0.9103,,,,,,,target_prob:0.75_n_tiles:9,PreAct ResNet,Tile,ORIG
CIFAR10,10,31,,0.9107,,,,,,,target_prob:1_n_tiles:9,PreAct ResNet,Tile,ORIG
